,location,total_sqft,bath,price,bhk
8383,KR Puram,866.28,2.0,36.38,2
8384,Whitefield,3410.0,5.0,253.0,4
8385,Singasandra,1179.0,2.0,56.0,2
8386,Uttarahalli,1125.0,2.0,48.0,2
8387,Haralur Road,1976.0,3.0,92.0,3
8388,5th Phase JP Nagar,1190.0,2.0,61.8,2
8389,Jakkur,1761.0,3.0,84.52,3
8390,Cooke Town,1700.0,3.0,120.0,3
8391,Electronic City,1128.0,2.0,64.8,2
8392,other,2000.0,3.0,85.0,3
8393,Electronic City,1220.0,2.0,35.25,3
8394,other,509.0,1.0,20.0,1
8395,Ambedkar Nagar,1852.0,4.0,122.0,3
8396,Varthur,1045.0,2.0,40.65,2
8397,other,3535.0,4.0,215.0,4
8398,Marathahalli,1102.0,2.0,53.67,2
8399,other,1800.0,3.0,82.0,4
8400,Hebbal Kempapura,1436.0,2.0,75.0,3
8401,other,1397.0,2.0,52.0,3
8402,Kothanur,1140.0,2.0,56.0,2
8403,other,2050.0,3.0,135.0,3
8404,Sarjapur  Road,1335.0,2.0,95.0,2
8405,Hebbal,1255.0,3.0,77.68,3
8406,Thanisandra,1140.0,2.0,59.0,2
8407,Thanisandra,663.0,1.0,46.0,1
8408,Kanakpura Road,1450.0,3.0,60.9,3
8409,Kodichikkanahalli,1400.0,3.0,66.0,3
8410,other,1339.0,2.0,53.56,2
8411,Electronic City,1220.0,2.0,35.23,3
8412,other,1305.0,2.0,52.0,2
8413,Green Glen Layout,1740.0,3.0,80.0,3
8414,Anekal,680.0,1.0,21.0,2
8415,Bannerghatta Road,1154.0,2.0,47.0,2
8416,Munnekollal,1200.0,2.0,40.0,2
8417,Hennur,1155.0,2.0,54.5,2
8418,Sarjapur  Road,1525.0,2.0,63.0,3
8419,Hebbal,2470.0,5.0,192.0,4
8420,Padmanabhanagar,1100.0,2.0,60.0,2
8421,Hormavu,1250.0,2.0,65.0,2
8422,Kothanur,1400.0,2.0,70.0,2
8423,other,1600.0,3.0,100.0,3
8424,Electronic City,1060.0,2.0,55.0,2
8425,Horamavu Banaswadi,1272.0,2.0,50.0,2
8426,Kanakpura Road,1296.0,2.0,105.0,2
8427,Karuna Nagar,1945.0,3.0,115.0,3
8428,Chandapura,1033.0,2.0,30.47,3
8429,other,2300.0,2.0,69.0,3
8430,other,1235.0,2.0,52.76,2
8431,other,850.0,2.0,42.5,2
8432,Subramanyapura,1880.0,3.0,110.0,3
8433,Kenchenahalli,1060.0,2.0,52.0,2
8434,Hennur Road,2041.0,3.0,138.0,3
8435,Vasanthapura,1037.0,2.0,36.28,2
8436,other,1150.0,2.0,39.0,2
8437,LB Shastri Nagar,1184.0,2.0,62.0,2
8438,Sarjapur  Road,1680.0,3.0,126.0,3
8439,Thanisandra,1411.0,3.0,100.0,3
8440,Kanakpura Road,900.0,2.0,41.0,2
8441,Thanisandra,1702.0,3.0,120.0,3
8442,Yelahanka,1185.0,2.0,45.0,2
8443,Kanakpura Road,1300.0,3.0,64.0,3
8444,other,1545.0,3.0,65.0,3
8445,Jigani,1300.0,3.0,55.0,3
8446,JP Nagar,1107.0,2.0,57.0,2
8447,Old Madras Road,1720.0,3.0,106.0,3
8448,Bannerghatta Road,1000.0,2.0,44.5,2
8449,Electronic City,710.0,1.0,40.42,1
8450,Thanisandra,1100.0,2.0,38.0,2
8451,Bannerghatta Road,1250.0,2.0,48.0,2
8452,Kaggadasapura,2400.0,4.0,130.0,5
8453,Hegde Nagar,1584.01,3.0,104.0,3
8454,Kaggadasapura,1485.0,2.0,70.0,3
8455,Hennur Road,1100.0,2.0,78.0,3
8456,8th Phase JP Nagar,1245.0,2.0,59.0,2
8457,Hennur Road,1880.0,4.0,154.0,4
8458,other,1050.0,2.0,45.0,2
8459,Bannerghatta Road,1640.0,3.0,105.0,3
8460,other,1165.0,2.0,65.0,2
8461,Kengeri Satellite Town,1110.0,2.0,43.0,2
8462,Uttarahalli,4500.0,4.0,150.0,4
8463,Haralur Road,1300.0,2.0,75.0,2
8464,other,1200.0,1.0,42.0,2
8465,Hennur Road,1232.0,2.0,69.61,2
8466,Jalahalli,1704.0,3.0,94.36,3
8467,7th Phase JP Nagar,1275.0,2.0,88.0,3
8468,Sarjapur  Road,1222.0,2.0,68.0,3
8469,Varthur,1155.0,2.0,39.0,2
8470,Electronic City,1000.0,2.0,29.95,2
8471,Horamavu Banaswadi,1200.0,2.0,45.0,2
8472,Yelahanka,1517.0,3.0,71.28,3
8473,Horamavu Agara,1166.0,2.0,37.29,2
8474,5th Phase JP Nagar,4000.0,5.0,170.0,5
8475,Whitefield,1345.0,3.0,58.0,3
8476,EPIP Zone,3800.0,5.0,170.0,4
8477,Chandapura,971.0,2.0,38.0,3
8478,Hennur,1255.0,2.0,52.32,2
8479,EPIP Zone,1810.0,2.0,65.0,2
8480,other,1300.0,2.0,58.0,2
8481,Thanisandra,1185.0,2.0,45.0,2
8482,Pattandur Agrahara,1350.0,2.0,68.0,2
8483,Budigere,2345.0,3.0,76.16,3
8484,Somasundara Palya,1650.0,3.0,126.0,3
8485,other,1645.0,3.0,87.0,3
8486,Hennur Road,1748.0,3.0,103.0,3
8487,Channasandra,1200.0,3.0,67.77,3
8488,Kengeri Satellite Town,1170.0,2.0,50.0,2
8489,Sarjapur  Road,3420.0,4.0,225.0,4
8490,Hulimavu,1320.0,2.0,65.0,3
8491,Bhoganhalli,1610.0,3.0,84.53,3
8492,Sarjapur  Road,1510.0,2.0,110.0,3
8493,other,2700.0,7.0,110.0,6
8494,other,1305.0,2.0,45.68,3
8495,Mahadevpura,1500.0,2.0,70.0,3
8496,Thanisandra,1948.0,4.0,129.0,4
8497,Margondanahalli,1448.0,3.0,70.0,3
8498,Sarjapur  Road,1242.0,2.0,78.0,2
8499,Sonnenahalli,1268.0,2.0,58.0,2
8500,Ramamurthy Nagar,1101.0,2.0,50.0,2
8501,other,1255.0,2.0,65.0,2
8502,Gunjur,1362.0,3.0,62.63,3
8503,Hosa Road,1089.0,2.0,32.67,2
8504,Uttarahalli,1345.0,2.0,57.0,3
8505,Kaggalipura,950.0,2.0,45.0,2
8506,HBR Layout,1068.0,2.0,43.0,2
8507,Yelahanka New Town,860.0,1.0,31.0,2
8508,Yelahanka,1756.0,3.0,66.73,3
8509,Whitefield,1205.0,2.0,41.0,2
8510,Banashankari,1800.0,3.0,125.0,3
8511,Hormavu,1604.0,3.0,68.0,3
8512,Old Airport Road,2732.0,4.0,204.0,4
8513,Banashankari,1200.0,2.0,42.0,3
8514,Ananth Nagar,1010.0,2.0,38.0,2
8515,Doddakallasandra,1010.0,2.0,41.0,2
8516,Yelahanka,1050.0,2.0,33.1,2
8517,Harlur,1710.0,3.0,85.0,3
8518,Bannerghatta Road,1656.0,2.0,62.93,3
8519,other,1451.0,3.0,68.0,3
8520,JP Nagar,1250.0,2.0,93.0,2
8521,other,4395.0,3.0,240.0,3
8522,Sonnenahalli,1340.0,2.0,42.0,3
8523,other,1100.0,2.0,38.5,2
8524,Devarachikkanahalli,1700.0,3.0,71.0,3
8525,KR Puram,1096.0,2.0,43.0,2
8526,Electronic City Phase II,1160.0,2.0,33.5,2
8527,other,1936.0,3.0,139.0,3
8528,Nehru Nagar,1269.0,2.0,63.0,3
8529,Panathur,1586.0,3.0,125.0,3
8530,Kanakpura Road,1452.0,3.0,56.5,3
8531,Hosa Road,1538.0,3.0,107.0,3
8532,other,935.0,2.0,40.0,2
8533,other,1220.0,2.0,65.0,2
8534,Harlur,1197.0,2.0,77.0,2
8535,Varthur,674.0,1.0,19.9,2
8536,Kengeri,410.0,1.0,15.0,1
8537,Thanisandra,1573.0,3.0,90.0,3
8538,Dodda Nekkundi,1135.0,2.0,58.0,2
8539,other,1400.0,2.0,40.43,3
8540,other,1200.0,1.0,65.0,1
8541,other,1800.0,3.0,95.0,3
8542,other,2045.0,3.0,108.0,3
8543,Sonnenahalli,1268.0,2.0,56.0,2
8544,Kambipura,883.0,2.0,39.0,2
8545,Yelahanka,1600.0,3.0,100.0,3
8546,Thanisandra,1056.0,2.0,70.0,2
8547,Whitefield,4500.0,4.0,330.0,4
8548,KR Puram,1204.0,2.0,58.0,2
8549,other,1410.0,2.0,54.0,3
8550,Hennur Road,1460.0,2.0,80.3,2
8551,Dodda Nekkundi,1100.0,2.0,41.18,2
8552,other,1310.0,2.0,88.0,2
8553,Sector 2 HSR Layout,1600.0,3.0,90.0,3
8554,other,1250.0,2.0,55.0,2
8555,Sarjapur  Road,1665.0,3.0,74.93,3
8556,Uttarahalli,1345.0,2.0,57.0,3
8557,Singasandra,1416.0,2.0,67.0,2
8558,HSR Layout,1145.0,2.0,46.0,2
8559,Jigani,1231.0,3.0,58.0,3
8560,Yelahanka,1664.0,3.0,73.95,3
8561,TC Palaya,2000.0,3.0,76.0,3
8562,Rajiv Nagar,972.0,2.0,43.0,2
8563,other,4500.0,4.0,345.0,4
8564,Bellandur,1185.0,2.0,47.39,2
8565,Green Glen Layout,1750.0,3.0,81.0,3
8566,Balagere,1007.0,2.0,68.0,2
8567,Whitefield,1250.0,2.0,85.0,2
8568,other,1200.0,2.0,54.0,2
8569,Horamavu Agara,994.0,2.0,42.28,2
8570,Ramamurthy Nagar,1150.0,2.0,40.0,2
8571,Thanisandra,1220.0,2.0,46.0,2
8572,other,1441.0,2.0,115.0,2
8573,Old Madras Road,1157.0,2.0,47.32,2
8574,Thigalarapalya,1400.0,2.0,105.0,2
8575,Tindlu,1370.07,3.0,65.0,3
8576,Judicial Layout,900.0,2.0,40.0,2
8577,other,418.0,1.0,17.0,1
8578,other,1200.0,3.0,80.0,3
8579,ISRO Layout,1200.0,2.0,43.0,2
8580,Talaghattapura,1062.0,2.0,42.48,2
8581,Kanakpura Road,1120.0,2.0,51.0,2
8582,Bannerghatta Road,1012.0,2.0,44.0,2
8583,Kanakpura Road,1430.0,2.0,78.0,2
8584,Channasandra,1195.0,2.0,56.0,3
8585,Bisuvanahalli,1075.0,2.0,42.0,3
8586,Hennur Road,2345.0,3.0,75.99,3
8587,Sonnenahalli,1011.0,2.0,59.0,2
8588,7th Phase JP Nagar,1450.0,2.0,102.0,3
8589,Sarjapur  Road,1129.0,2.0,69.0,2
8590,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
8591,Sarjapur  Road,1180.0,2.0,45.0,3
8592,Hennur Road,1933.0,3.0,140.0,3
8593,TC Palaya,1082.0,2.0,64.0,2
8594,other,610.0,1.0,28.0,1
8595,Kathriguppe,1300.0,3.0,77.99,3
8596,CV Raman Nagar,1125.0,2.0,46.0,2
8597,other,2400.0,7.0,107.0,6
8598,Kengeri Satellite Town,777.4,2.0,25.0,2
8599,other,1864.0,3.0,120.0,3
8600,Whitefield,1115.0,2.0,51.91,2
8601,Kengeri,400.0,1.0,25.0,1
8602,Rajaji Nagar,1200.0,2.0,70.0,2
8603,other,950.0,2.0,57.0,2
8604,Bellandur,1200.0,2.0,62.0,2
8605,GM Palaya,1735.0,3.0,70.0,3
8606,HSR Layout,1009.0,2.0,56.0,2
8607,Jalahalli,1470.0,2.0,102.0,3
8608,Bannerghatta Road,1527.0,3.0,115.0,3
8609,other,985.0,2.0,45.0,2
8610,Chandapura,3300.0,4.0,135.0,4
8611,Whitefield,1277.0,2.0,77.0,2
8612,other,1100.0,2.0,62.0,2
8613,Whitefield,1820.0,3.0,140.0,3
8614,other,1530.0,3.0,87.0,4
8615,Jakkur,1880.0,4.0,110.0,3
8616,Hennur,1255.0,2.0,52.35,2
8617,Kanakpura Road,700.0,2.0,36.0,2
8618,Somasundara Palya,1140.0,2.0,46.0,2
8619,Electronic City Phase II,1025.0,2.0,29.6,2
8620,Whitefield,3453.0,4.0,247.0,4
8621,Uttarahalli,1490.0,2.0,59.6,3
8622,Sarjapur  Road,1850.0,3.0,140.0,3
8623,Kaikondrahalli,1250.0,2.0,78.0,2
8624,other,2400.0,3.0,108.0,4
8625,Jalahalli,1244.0,2.0,88.0,2
8626,Sarjapur  Road,1034.0,2.0,38.0,2
8627,Kasavanhalli,1719.0,3.0,71.0,3
8628,7th Phase JP Nagar,1035.0,2.0,39.33,2
8629,Hosa Road,1470.0,2.0,84.22,3
8630,Yelahanka,1140.0,2.0,50.66,2
8631,Harlur,1752.12,3.0,125.0,3
8632,Old Madras Road,2990.0,3.0,170.0,3
8633,Bannerghatta Road,1660.0,3.0,85.0,3
8634,Electronic City,1275.0,3.0,63.43,3
8635,Bommasandra Industrial Area,1365.0,3.0,52.81,3
8636,other,1200.0,2.0,90.0,3
8637,Kanakpura Road,2546.0,3.0,170.0,3
8638,Banashankari Stage VI,1392.0,3.0,69.46,3
8639,Whitefield,1245.0,2.0,59.76,2
8640,Yeshwanthpur,1162.0,2.0,64.08,2
8641,Singasandra,1476.0,2.0,73.0,3
8642,KR Puram,700.0,1.0,21.5,1
8643,other,3600.0,6.0,170.0,6
8644,Jigani,943.0,2.0,48.0,2
8645,Sarjapur  Road,1113.0,2.0,44.5,2
8646,Varthur,1615.0,3.0,69.43,3
8647,other,1279.0,2.0,100.0,2
8648,other,1256.0,2.0,60.0,2
8649,Sompura,1350.0,3.0,65.0,3
8650,other,1525.0,3.0,68.63,3
8651,Hebbal,1645.0,3.0,117.0,3
8652,Ardendale,1777.26,3.0,92.0,3
8653,Bisuvanahalli,845.0,2.0,32.0,2
8654,Varthur,1210.0,2.0,64.15,2
8655,Sarjapur  Road,1879.0,3.0,155.0,3
8656,Hosur Road,1250.0,2.0,50.0,3
8657,other,1200.0,2.0,35.0,4
8658,Marathahalli,1108.0,2.0,60.0,3
8659,Kanakpura Road,1401.0,3.0,69.0,3
8660,Sarjapur  Road,1157.0,2.0,75.0,3
8661,other,1185.0,2.0,42.66,2
8662,Green Glen Layout,1751.0,3.0,115.0,3
8663,Bannerghatta Road,1880.0,3.0,96.5,3
8664,Channasandra,1175.0,2.0,38.0,2
8665,Jalahalli,1407.0,2.0,98.49,2
8666,Yelachenahalli,1000.0,2.0,50.0,2
8667,Electronic City,1518.0,3.0,75.0,3
8668,Tumkur Road,1027.0,2.0,67.0,2
8669,HSR Layout,1145.0,2.0,46.0,2
8670,Begur Road,1500.0,2.0,47.25,3
8671,Varthur,1737.0,2.0,57.32,3
8672,Hennur,5259.0,2.0,161.5,4
8673,other,1600.0,4.0,120.0,3
8674,other,1120.0,2.0,60.0,2
8675,Hennur Road,1030.0,2.0,46.5,2
8676,Gubbalala,2500.0,6.0,88.0,6
8677,Kammasandra,1057.0,2.0,35.0,2
8678,Old Airport Road,2774.0,4.0,208.0,4
8679,Hormavu,1075.0,2.0,53.7,2
8680,Mysore Road,1080.0,2.0,60.0,3
8681,other,5100.0,7.0,225.0,6
8682,Singasandra,1139.7,2.0,45.0,2
8683,Whitefield,1074.0,2.0,42.8,2
8684,Whitefield,1200.0,2.0,46.13,2
8685,Sarjapur  Road,2425.0,5.0,175.0,4
8686,Sarjapur  Road,1323.0,2.0,74.0,2
8687,Hennur Road,1232.0,2.0,69.61,2
8688,Kalena Agrahara,900.0,2.0,40.0,2
8689,Sarjapura - Attibele Road,740.0,1.0,23.65,1
8690,Hebbal,1920.0,3.0,134.0,3
8691,Bannerghatta Road,1550.0,3.0,96.0,3
8692,Gunjur,1588.0,2.0,90.0,3
8693,other,1308.0,2.0,86.0,2
8694,Hennur,1340.0,2.0,54.27,3
8695,Thanisandra,1719.0,3.0,135.0,3
8696,Horamavu Agara,1107.83,2.0,41.51,2
8697,Whitefield,1200.0,2.0,45.84,2
8698,Electronic City,1090.0,2.0,31.48,1
8699,Jakkur,1660.0,3.0,104.0,3
8700,Nagavara,1247.0,2.0,58.56,2
8701,Thanisandra,1595.0,3.0,96.0,3
8702,Kaggadasapura,1175.0,2.0,50.0,2
8703,Old Airport Road,1184.0,2.0,78.0,2
8704,other,1100.0,2.0,55.0,2
8705,Yelahanka,1200.0,2.0,60.0,2
8706,other,1000.0,2.0,45.0,2
8707,Uttarahalli,1000.0,2.0,52.0,2
8708,Yelahanka,1705.0,3.0,85.0,3
8709,Tumkur Road,1060.0,2.0,58.3,3
8710,Chikka Tirupathi,2325.0,4.0,120.0,4
8711,other,1347.0,2.0,55.0,3
8712,Varthur,1402.0,2.0,95.0,2
8713,Whitefield,2280.0,4.0,125.0,3
8714,other,1225.0,2.0,71.05,2
8715,5th Phase JP Nagar,1080.0,2.0,53.0,2
8716,Begur Road,1100.0,2.0,42.6,2
8717,Bannerghatta Road,1200.0,2.0,78.0,2
8718,Begur Road,1565.0,2.0,57.91,3
8719,other,1200.0,3.0,78.0,2
8720,Kothanur,1581.0,3.0,76.0,3
8721,Whitefield,2882.0,5.0,200.0,4
8722,Abbigere,985.0,2.0,38.92,2
8723,Sarjapur,950.0,2.0,35.0,2
8724,other,1339.0,2.0,55.0,2
8725,other,1449.0,3.0,72.0,3
8726,other,1100.0,2.0,38.68,2
8727,Kaval Byrasandra,2700.0,3.0,200.0,3
8728,other,1100.0,2.0,55.0,2
8729,Electronic City,1140.0,2.0,32.92,2
8730,Chandapura,800.0,1.0,30.0,2
8731,Chikkabanavar,2000.0,4.0,65.0,5
8732,other,1300.0,2.0,95.0,2
8733,Kanakpura Road,1220.0,2.0,60.0,2
8734,Sarjapur  Road,2289.0,3.0,178.0,3
8735,Whitefield,1170.0,2.0,56.0,2
8736,other,1350.0,2.0,89.5,2
8737,Kambipura,883.0,2.0,45.0,2
8738,Thanisandra,1698.0,3.0,125.0,3
8739,Electronic City Phase II,3262.5,4.0,105.0,4
8740,Ambalipura,1060.0,2.0,58.5,2
8741,Somasundara Palya,1185.0,2.0,75.0,2
8742,Vittasandra,1404.0,2.0,72.0,2
8743,Electronic City Phase II,1252.0,2.0,67.0,2
8744,Bannerghatta Road,1885.0,3.0,125.0,3
8745,Kaikondrahalli,3381.0,6.0,225.0,6
8746,Hormavu,980.0,2.0,42.0,2
8747,Banashankari,1420.0,3.0,66.0,3
8748,other,2312.0,3.0,156.0,3
8749,Kaggadasapura,3000.0,4.0,130.0,4
8750,other,1175.0,2.0,70.0,2
8751,other,1145.0,2.0,51.0,2
8752,Bhoganhalli,970.0,2.0,52.5,2
8753,Electronic City,1125.0,2.0,32.49,2
8754,Whitefield,2399.5,3.0,92.63,3
8755,9th Phase JP Nagar,5000.0,4.0,300.0,4
8756,Ramagondanahalli,1635.0,3.0,57.0,3
8757,Jalahalli,1200.0,2.0,66.0,1
8758,Kathriguppe,1335.0,2.0,73.43,3
8759,Yeshwanthpur,1166.0,2.0,64.08,2
8760,Shivaji Nagar,1460.0,2.0,90.0,3
8761,other,1690.0,3.0,50.0,3
8762,other,1386.0,3.0,93.0,4
8763,other,1090.0,2.0,32.0,2
8764,Thanisandra,1732.0,3.0,85.73,3
8765,Whitefield,1390.0,2.0,72.0,2
8766,Sector 2 HSR Layout,1095.0,2.0,85.41,2
8767,Kengeri,416.0,1.0,17.19,1
8768,Yelahanka,1350.0,2.0,85.0,3
8769,Bannerghatta Road,1453.0,2.0,73.0,3
8770,Thanisandra,1226.0,2.0,65.0,2
8771,Hegde Nagar,1168.0,2.0,68.0,3
8772,Bannerghatta,1776.0,3.0,124.0,3
8773,Whitefield,1634.0,3.0,68.0,3
8774,Hormavu,860.0,2.0,56.0,2
8775,Nagasandra,1650.0,3.0,95.0,3
8776,Whitefield,1190.0,2.0,70.0,2
8777,JP Nagar,1133.0,2.0,33.99,2
8778,other,1559.0,3.0,62.0,3
8779,Horamavu Banaswadi,1448.0,4.0,118.0,3
8780,Kodichikkanahalli,976.0,2.0,50.0,2
8781,Yelahanka,1590.0,2.0,54.0,3
8782,Yelahanka,1633.0,3.0,110.0,3
8783,Ramagondanahalli,1151.0,2.0,46.0,2
8784,Kereguddadahalli,1400.0,2.0,42.0,3
8785,Uttarahalli,1037.0,2.0,36.0,2
8786,Thanisandra,1188.0,2.0,36.0,2
8787,other,1060.0,2.0,52.0,2
8788,Thigalarapalya,2215.0,4.0,162.0,3
8789,Hennur,1255.0,2.0,54.5,2
8790,Hormavu,1075.0,2.0,53.7,2
8791,Harlur,2569.0,5.0,180.0,4
8792,ITPL,900.0,2.0,27.0,2
8793,Kudlu Gate,1183.0,2.0,79.54,2
8794,HSR Layout,1100.0,2.0,44.0,2
8795,GM Palaya,1643.0,2.0,70.0,3
8796,other,1500.0,2.0,120.0,3
8797,Jakkur,1291.0,2.0,75.0,2
8798,Hennur,1150.0,3.0,80.0,3
8799,Electronic City,1060.0,2.0,55.0,2
8800,7th Phase JP Nagar,1575.0,2.0,110.0,3
8801,other,1700.0,3.0,55.0,4
8802,Mahadevpura,1236.0,2.0,58.0,2
8803,Ramamurthy Nagar,1350.0,2.0,39.0,3
8804,Pai Layout,3800.0,6.0,175.0,6
8805,Haralur Road,4694.0,5.0,375.0,4
8806,Electronic City,1200.0,2.0,34.66,2
8807,Hulimavu,1200.0,4.0,75.0,4
8808,Harlur,1225.0,2.0,56.0,2
8809,Thanisandra,1056.0,2.0,75.0,2
8810,9th Phase JP Nagar,1240.0,2.0,42.85,3
8811,Banashankari,1200.0,3.0,74.52,3
8812,Kudlu Gate,1850.0,3.0,110.0,3
8813,other,3150.0,4.0,180.0,4
8814,other,1200.0,1.0,39.82,1
8815,Jigani,918.0,2.0,56.0,2
8816,other,1330.0,2.0,68.0,3
8817,Munnekollal,1540.0,2.0,70.0,3
8818,Lakshminarayana Pura,1200.0,2.0,80.0,2
8819,other,927.0,2.0,37.0,2
8820,Sarjapur,3875.5,4.0,115.0,4
8821,CV Raman Nagar,1400.0,2.0,78.0,3
8822,Hosur Road,1345.0,2.0,106.0,2
8823,8th Phase JP Nagar,1510.0,2.0,80.0,2
8824,Kanakpura Road,525.0,2.0,27.0,1
8825,ITPL,1500.0,3.0,61.52,3
8826,Yelahanka,1142.0,1.0,42.535,1
8827,Vidyaranyapura,1100.0,2.0,72.0,3
8828,other,1200.0,3.0,68.0,3
8829,Kanakpura Road,1100.0,3.0,53.0,3
8830,Hormavu,2282.0,4.0,115.0,4
8831,other,760.0,2.0,37.49,2
8832,Sarjapur,2172.0,3.0,100.0,3
8833,8th Phase JP Nagar,3300.0,3.0,165.0,3
8834,Thubarahalli,1242.0,3.0,51.0,3
8835,Uttarahalli,1245.0,2.0,43.58,3
8836,Kadugodi,1088.0,2.0,44.0,2
8837,Sahakara Nagar,1200.0,2.0,46.0,2
8838,TC Palaya,1995.0,3.0,100.0,3
8839,Haralur Road,1309.0,2.0,82.0,2
8840,other,1250.0,3.0,42.0,3
8841,5th Phase JP Nagar,1041.0,2.0,54.0,2
8842,Sarjapur  Road,1505.0,2.0,60.0,3
8843,Bellandur,1767.0,3.0,89.0,3
8844,other,1293.0,2.0,80.0,2
8845,Kengeri,1320.0,2.0,50.0,2
8846,other,1280.0,2.0,68.48,2
8847,Thanisandra,1245.0,2.0,83.05,2
8848,Haralur Road,1027.0,1.0,44.0,2
8849,Yelenahalli,1200.0,2.0,46.17,2
8850,Kanakpura Road,1100.0,3.0,58.0,3
8851,other,1065.0,3.0,72.0,3
8852,Kannamangala,1814.0,3.0,129.0,3
8853,Ramagondanahalli,1610.0,2.0,112.0,3
8854,Kasavanhalli,1600.0,3.0,79.0,3
8855,other,3200.0,4.0,140.0,3
8856,other,1250.0,2.0,77.13,3
8857,Haralur Road,1243.0,2.0,46.0,2
8858,Kanakpura Road,1452.0,3.0,60.98,3
8859,other,1475.0,3.0,75.0,3
8860,Electronic City,1353.0,2.0,75.0,2
8861,Electronics City Phase 1,1750.0,3.0,58.0,3
8862,Sahakara Nagar,1270.0,2.0,96.0,2
8863,Thanisandra,2695.0,4.0,188.0,4
8864,other,1330.0,3.0,65.0,3
8865,BTM 2nd Stage,1400.0,2.0,90.0,2
8866,Gubbalala,4000.0,5.0,195.0,4
8867,Kanakpura Road,1700.0,3.0,75.0,3
8868,Kasavanhalli,1585.0,2.0,90.0,2
8869,Kothanur,1385.0,3.0,67.0,3
8870,Electronic City,1128.0,2.0,67.0,2
8871,HSR Layout,1203.0,2.0,60.0,2
8872,Mallasandra,905.0,2.0,35.0,2
8873,Hennur Road,1450.0,3.0,79.0,3
8874,Varthur,1105.0,2.0,38.0,2
8875,Channasandra,1200.0,2.0,46.13,2
8876,Jalahalli,1530.0,2.0,89.0,3
8877,Whitefield,1105.0,2.0,35.4,2
8878,Dasarahalli,1333.0,2.0,78.56,2
8879,other,1065.0,2.0,45.0,2
8880,Haralur Road,1243.0,2.0,46.0,2
8881,Old Madras Road,1530.0,3.0,76.34,3
8882,Margondanahalli,1200.0,2.0,65.0,2
8883,Whitefield,1270.0,2.0,94.0,2
8884,Bellandur,1830.0,3.0,89.0,3
8885,Chandapura,900.0,2.0,35.0,2
8886,other,7000.0,6.0,560.0,6
8887,Bannerghatta Road,1450.0,2.0,78.0,3
8888,other,1525.0,3.0,65.0,3
8889,Mahalakshmi Layout,1080.0,2.0,67.0,2
8890,other,1220.0,2.0,72.0,2
8891,Begur Road,1200.0,2.0,44.4,2
8892,Bommanahalli,1962.5,2.0,73.17,2
8893,other,1500.0,2.0,60.0,2
8894,Koramangala,1355.0,2.0,95.0,2
8895,Electronic City,1070.0,2.0,57.0,2
8896,Bommasandra,842.0,2.0,30.0,2
8897,Bannerghatta Road,700.0,1.0,31.2,1
8898,other,1884.0,3.0,95.0,3
8899,other,1100.0,2.0,75.0,2
8900,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
8901,Budigere,1820.0,3.0,85.0,3
8902,Thanisandra,1185.0,2.0,43.5,2
8903,Varthur,2145.0,3.0,170.0,3
8904,Whitefield,1220.0,2.0,89.0,2
8905,Whitefield,1116.0,2.0,51.91,2
8906,6th Phase JP Nagar,1192.0,2.0,75.0,2
8907,Marathahalli,1449.0,3.0,110.0,3
8908,Electronic City,1700.0,3.0,90.0,3
8909,Hebbal,1920.0,3.0,150.0,3
8910,other,1350.0,2.0,90.0,2
8911,other,4800.0,5.0,350.0,4
8912,other,1700.0,3.0,74.0,3
8913,Hoodi,1447.0,3.0,76.0,2
8914,Kanakpura Road,1329.0,2.0,107.0,2
8915,Sarjapur  Road,1314.0,2.0,70.44,3
8916,Hosa Road,1513.0,3.0,103.0,3
8917,Vittasandra,1246.0,2.0,67.5,2
8918,Dasarahalli,1220.0,2.0,62.0,2
8919,Kaval Byrasandra,1400.0,3.0,75.0,3
8920,Kasavanhalli,1245.0,2.0,80.0,2
8921,other,1495.0,2.0,63.0,3
8922,Gollarapalya Hosahalli,996.0,2.0,36.5,2
8923,Yelahanka New Town,1000.0,2.0,44.0,2
8924,other,1250.0,2.0,75.0,2
8925,Thanisandra,1261.0,2.0,80.0,3
8926,Electronics City Phase 1,1080.0,2.0,46.0,2
8927,other,1230.0,2.0,50.0,2
8928,Bommasandra,1260.0,3.0,49.36,3
8929,Horamavu Agara,1220.0,2.0,39.0,2
8930,Electronic City Phase II,1320.0,2.0,38.12,3
8931,Green Glen Layout,1750.0,3.0,105.0,3
8932,Whitefield,1436.0,2.0,62.15,3
8933,TC Palaya,1200.0,2.0,66.0,3
8934,Varthur,1560.0,3.0,90.0,3
8935,Whitefield,3758.0,3.0,300.0,3
8936,other,1275.0,2.0,59.0,2
8937,other,1040.0,2.0,36.4,2
8938,Bellandur,2400.0,3.0,115.0,3
8939,Kaggalipura,3150.0,5.0,212.0,4
8940,Yelahanka,1765.0,2.0,53.105,2
8941,Hosakerehalli,4500.0,5.0,145.0,5
8942,other,648.0,1.0,40.0,1
8943,Sarjapur  Road,2100.0,3.0,130.0,3
8944,Kudlu,1027.0,2.0,44.0,2
8945,Bommasandra,1365.0,3.0,52.82,3
8946,Chandapura,1200.0,2.0,52.0,3
8947,Cooke Town,1100.0,2.0,90.0,2
8948,7th Phase JP Nagar,1075.0,2.0,57.0,3
8949,Banashankari,1100.0,2.0,63.0,2
