,location,total_sqft,bath,price,bhk,encoded_loc
8419,Hebbal,2470.0,5.0,192.0,4,95
8420,Padmanabhanagar,1100.0,2.0,60.0,2,184
8421,Hormavu,1250.0,2.0,65.0,2,103
8422,Kothanur,1400.0,2.0,70.0,2,150
8423,other,1600.0,3.0,100.0,3,240
8424,Electronic City,1060.0,2.0,55.0,2,77
8425,Horamavu Banaswadi,1272.0,2.0,50.0,2,102
8426,Kanakpura Road,1296.0,2.0,105.0,2,131
8427,Karuna Nagar,1945.0,3.0,115.0,3,133
8428,Chandapura,1033.0,2.0,30.47,3,58
8429,other,2300.0,2.0,69.0,3,240
8430,other,1235.0,2.0,52.76,2,240
8431,other,850.0,2.0,42.5,2,240
8432,Subramanyapura,1880.0,3.0,110.0,3,214
8433,Kenchenahalli,1060.0,2.0,52.0,2,138
8434,Hennur Road,2041.0,3.0,138.0,3,99
8435,Vasanthapura,1037.0,2.0,36.28,2,228
8436,other,1150.0,2.0,39.0,2,240
8437,LB Shastri Nagar,1184.0,2.0,62.0,2,155
8438,Sarjapur  Road,1680.0,3.0,126.0,3,203
8439,Thanisandra,1411.0,3.0,100.0,3,218
8440,Kanakpura Road,900.0,2.0,41.0,2,131
8441,Thanisandra,1702.0,3.0,120.0,3,218
8442,Yelahanka,1185.0,2.0,45.0,2,236
8443,Kanakpura Road,1300.0,3.0,64.0,3,131
8444,other,1545.0,3.0,65.0,3,240
8445,Jigani,1300.0,3.0,55.0,3,117
8446,JP Nagar,1107.0,2.0,57.0,2,113
8447,Old Madras Road,1720.0,3.0,106.0,3,183
8448,Bannerghatta Road,1000.0,2.0,44.5,2,37
8449,Electronic City,710.0,1.0,40.42,1,77
8450,Thanisandra,1100.0,2.0,38.0,2,218
8451,Bannerghatta Road,1250.0,2.0,48.0,2,37
8452,Kaggadasapura,2400.0,4.0,130.0,5,122
8453,Hegde Nagar,1584.01,3.0,104.0,3,97
8454,Kaggadasapura,1485.0,2.0,70.0,3,122
8455,Hennur Road,1100.0,2.0,78.0,3,99
8456,8th Phase JP Nagar,1245.0,2.0,59.0,2,8
8457,Hennur Road,1880.0,4.0,154.0,4,99
8458,other,1050.0,2.0,45.0,2,240
8459,Bannerghatta Road,1640.0,3.0,105.0,3,37
8460,other,1165.0,2.0,65.0,2,240
8461,Kengeri Satellite Town,1110.0,2.0,43.0,2,140
8462,Uttarahalli,4500.0,4.0,150.0,4,225
8463,Haralur Road,1300.0,2.0,75.0,2,93
8464,other,1200.0,1.0,42.0,2,240
8465,Hennur Road,1232.0,2.0,69.61,2,99
8466,Jalahalli,1704.0,3.0,94.36,3,115
8467,7th Phase JP Nagar,1275.0,2.0,88.0,3,7
8468,Sarjapur  Road,1222.0,2.0,68.0,3,203
8469,Varthur,1155.0,2.0,39.0,2,226
8470,Electronic City,1000.0,2.0,29.95,2,77
8471,Horamavu Banaswadi,1200.0,2.0,45.0,2,102
8472,Yelahanka,1517.0,3.0,71.28,3,236
8473,Horamavu Agara,1166.0,2.0,37.29,2,101
8474,5th Phase JP Nagar,4000.0,5.0,170.0,5,5
8475,Whitefield,1345.0,3.0,58.0,3,234
8476,EPIP Zone,3800.0,5.0,170.0,4,76
8477,Chandapura,971.0,2.0,38.0,3,58
8478,Hennur,1255.0,2.0,52.32,2,98
8479,EPIP Zone,1810.0,2.0,65.0,2,76
8480,other,1300.0,2.0,58.0,2,240
8481,Thanisandra,1185.0,2.0,45.0,2,218
8482,Pattandur Agrahara,1350.0,2.0,68.0,2,188
8483,Budigere,2345.0,3.0,76.16,3,55
8484,Somasundara Palya,1650.0,3.0,126.0,3,211
8485,other,1645.0,3.0,87.0,3,240
8486,Hennur Road,1748.0,3.0,103.0,3,99
8487,Channasandra,1200.0,3.0,67.77,3,59
8488,Kengeri Satellite Town,1170.0,2.0,50.0,2,140
8489,Sarjapur  Road,3420.0,4.0,225.0,4,203
8490,Hulimavu,1320.0,2.0,65.0,3,108
8491,Bhoganhalli,1610.0,3.0,84.53,3,46
8492,Sarjapur  Road,1510.0,2.0,110.0,3,203
8493,other,2700.0,7.0,110.0,6,240
8494,other,1305.0,2.0,45.68,3,240
8495,Mahadevpura,1500.0,2.0,70.0,3,160
8496,Thanisandra,1948.0,4.0,129.0,4,218
8497,Margondanahalli,1448.0,3.0,70.0,3,166
8498,Sarjapur  Road,1242.0,2.0,78.0,2,203
8499,Sonnenahalli,1268.0,2.0,58.0,2,213
8500,Ramamurthy Nagar,1101.0,2.0,50.0,2,197
8501,other,1255.0,2.0,65.0,2,240
8502,Gunjur,1362.0,3.0,62.63,3,88
8503,Hosa Road,1089.0,2.0,32.67,2,104
8504,Uttarahalli,1345.0,2.0,57.0,3,225
8505,Kaggalipura,950.0,2.0,45.0,2,123
8506,HBR Layout,1068.0,2.0,43.0,2,90
8507,Yelahanka New Town,860.0,1.0,31.0,2,237
8508,Yelahanka,1756.0,3.0,66.73,3,236
8509,Whitefield,1205.0,2.0,41.0,2,234
8510,Banashankari,1800.0,3.0,125.0,3,29
8511,Hormavu,1604.0,3.0,68.0,3,103
8512,Old Airport Road,2732.0,4.0,204.0,4,182
8513,Banashankari,1200.0,2.0,42.0,3,29
8514,Ananth Nagar,1010.0,2.0,38.0,2,17
8515,Doddakallasandra,1010.0,2.0,41.0,2,72
8516,Yelahanka,1050.0,2.0,33.1,2,236
8517,Harlur,1710.0,3.0,85.0,3,94
8518,Bannerghatta Road,1656.0,2.0,62.93,3,37
8519,other,1451.0,3.0,68.0,3,240
8520,JP Nagar,1250.0,2.0,93.0,2,113
8521,other,4395.0,3.0,240.0,3,240
8522,Sonnenahalli,1340.0,2.0,42.0,3,213
8523,other,1100.0,2.0,38.5,2,240
8524,Devarachikkanahalli,1700.0,3.0,71.0,3,69
8525,KR Puram,1096.0,2.0,43.0,2,119
8526,Electronic City Phase II,1160.0,2.0,33.5,2,78
8527,other,1936.0,3.0,139.0,3,240
8528,Nehru Nagar,1269.0,2.0,63.0,3,180
8529,Panathur,1586.0,3.0,125.0,3,186
8530,Kanakpura Road,1452.0,3.0,56.5,3,131
8531,Hosa Road,1538.0,3.0,107.0,3,104
8532,other,935.0,2.0,40.0,2,240
8533,other,1220.0,2.0,65.0,2,240
8534,Harlur,1197.0,2.0,77.0,2,94
8535,Varthur,674.0,1.0,19.9,2,226
8536,Kengeri,410.0,1.0,15.0,1,139
8537,Thanisandra,1573.0,3.0,90.0,3,218
8538,Dodda Nekkundi,1135.0,2.0,58.0,2,70
8539,other,1400.0,2.0,40.43,3,240
8540,other,1200.0,1.0,65.0,1,240
8541,other,1800.0,3.0,95.0,3,240
8542,other,2045.0,3.0,108.0,3,240
8543,Sonnenahalli,1268.0,2.0,56.0,2,213
8544,Kambipura,883.0,2.0,39.0,2,127
8545,Yelahanka,1600.0,3.0,100.0,3,236
8546,Thanisandra,1056.0,2.0,70.0,2,218
8547,Whitefield,4500.0,4.0,330.0,4,234
8548,KR Puram,1204.0,2.0,58.0,2,119
8549,other,1410.0,2.0,54.0,3,240
8550,Hennur Road,1460.0,2.0,80.3,2,99
8551,Dodda Nekkundi,1100.0,2.0,41.18,2,70
8552,other,1310.0,2.0,88.0,2,240
8553,Sector 2 HSR Layout,1600.0,3.0,90.0,3,205
8554,other,1250.0,2.0,55.0,2,240
8555,Sarjapur  Road,1665.0,3.0,74.93,3,203
8556,Uttarahalli,1345.0,2.0,57.0,3,225
8557,Singasandra,1416.0,2.0,67.0,2,210
8558,HSR Layout,1145.0,2.0,46.0,2,92
8559,Jigani,1231.0,3.0,58.0,3,117
8560,Yelahanka,1664.0,3.0,73.95,3,236
8561,TC Palaya,2000.0,3.0,76.0,3,216
8562,Rajiv Nagar,972.0,2.0,43.0,2,195
8563,other,4500.0,4.0,345.0,4,240
8564,Bellandur,1185.0,2.0,47.39,2,43
8565,Green Glen Layout,1750.0,3.0,81.0,3,86
8566,Balagere,1007.0,2.0,68.0,2,28
8567,Whitefield,1250.0,2.0,85.0,2,234
8568,other,1200.0,2.0,54.0,2,240
8569,Horamavu Agara,994.0,2.0,42.28,2,101
8570,Ramamurthy Nagar,1150.0,2.0,40.0,2,197
8571,Thanisandra,1220.0,2.0,46.0,2,218
8572,other,1441.0,2.0,115.0,2,240
8573,Old Madras Road,1157.0,2.0,47.32,2,183
8574,Thigalarapalya,1400.0,2.0,105.0,2,219
8575,Tindlu,1370.07,3.0,65.0,3,222
8576,Judicial Layout,900.0,2.0,40.0,2,118
8577,other,418.0,1.0,17.0,1,240
8578,other,1200.0,3.0,80.0,3,240
8579,ISRO Layout,1200.0,2.0,43.0,2,109
8580,Talaghattapura,1062.0,2.0,42.48,2,217
8581,Kanakpura Road,1120.0,2.0,51.0,2,131
8582,Bannerghatta Road,1012.0,2.0,44.0,2,37
8583,Kanakpura Road,1430.0,2.0,78.0,2,131
8584,Channasandra,1195.0,2.0,56.0,3,59
8585,Bisuvanahalli,1075.0,2.0,42.0,3,49
8586,Hennur Road,2345.0,3.0,75.99,3,99
8587,Sonnenahalli,1011.0,2.0,59.0,2,213
8588,7th Phase JP Nagar,1450.0,2.0,102.0,3,7
8589,Sarjapur  Road,1129.0,2.0,69.0,2,203
8590,Sarjapura - Attibele Road,1126.0,2.0,36.0,2,204
8591,Sarjapur  Road,1180.0,2.0,45.0,3,203
8592,Hennur Road,1933.0,3.0,140.0,3,99
8593,TC Palaya,1082.0,2.0,64.0,2,216
8594,other,610.0,1.0,28.0,1,240
8595,Kathriguppe,1300.0,3.0,77.99,3,136
8596,CV Raman Nagar,1125.0,2.0,46.0,2,56
8597,other,2400.0,7.0,107.0,6,240
8598,Kengeri Satellite Town,777.4,2.0,25.0,2,140
8599,other,1864.0,3.0,120.0,3,240
8600,Whitefield,1115.0,2.0,51.91,2,234
8601,Kengeri,400.0,1.0,25.0,1,139
8602,Rajaji Nagar,1200.0,2.0,70.0,2,194
8603,other,950.0,2.0,57.0,2,240
8604,Bellandur,1200.0,2.0,62.0,2,43
8605,GM Palaya,1735.0,3.0,70.0,3,81
8606,HSR Layout,1009.0,2.0,56.0,2,92
8607,Jalahalli,1470.0,2.0,102.0,3,115
8608,Bannerghatta Road,1527.0,3.0,115.0,3,37
8609,other,985.0,2.0,45.0,2,240
8610,Chandapura,3300.0,4.0,135.0,4,58
8611,Whitefield,1277.0,2.0,77.0,2,234
8612,other,1100.0,2.0,62.0,2,240
8613,Whitefield,1820.0,3.0,140.0,3,234
8614,other,1530.0,3.0,87.0,4,240
8615,Jakkur,1880.0,4.0,110.0,3,114
8616,Hennur,1255.0,2.0,52.35,2,98
8617,Kanakpura Road,700.0,2.0,36.0,2,131
8618,Somasundara Palya,1140.0,2.0,46.0,2,211
8619,Electronic City Phase II,1025.0,2.0,29.6,2,78
8620,Whitefield,3453.0,4.0,247.0,4,234
8621,Uttarahalli,1490.0,2.0,59.6,3,225
8622,Sarjapur  Road,1850.0,3.0,140.0,3,203
8623,Kaikondrahalli,1250.0,2.0,78.0,2,124
8624,other,2400.0,3.0,108.0,4,240
8625,Jalahalli,1244.0,2.0,88.0,2,115
8626,Sarjapur  Road,1034.0,2.0,38.0,2,203
8627,Kasavanhalli,1719.0,3.0,71.0,3,134
8628,7th Phase JP Nagar,1035.0,2.0,39.33,2,7
8629,Hosa Road,1470.0,2.0,84.22,3,104
8630,Yelahanka,1140.0,2.0,50.66,2,236
8631,Harlur,1752.12,3.0,125.0,3,94
8632,Old Madras Road,2990.0,3.0,170.0,3,183
8633,Bannerghatta Road,1660.0,3.0,85.0,3,37
8634,Electronic City,1275.0,3.0,63.43,3,77
8635,Bommasandra Industrial Area,1365.0,3.0,52.81,3,52
8636,other,1200.0,2.0,90.0,3,240
8637,Kanakpura Road,2546.0,3.0,170.0,3,131
8638,Banashankari Stage VI,1392.0,3.0,69.46,3,33
8639,Whitefield,1245.0,2.0,59.76,2,234
8640,Yeshwanthpur,1162.0,2.0,64.08,2,239
8641,Singasandra,1476.0,2.0,73.0,3,210
8642,KR Puram,700.0,1.0,21.5,1,119
8643,other,3600.0,6.0,170.0,6,240
8644,Jigani,943.0,2.0,48.0,2,117
8645,Sarjapur  Road,1113.0,2.0,44.5,2,203
8646,Varthur,1615.0,3.0,69.43,3,226
8647,other,1279.0,2.0,100.0,2,240
8648,other,1256.0,2.0,60.0,2,240
8649,Sompura,1350.0,3.0,65.0,3,212
8650,other,1525.0,3.0,68.63,3,240
8651,Hebbal,1645.0,3.0,117.0,3,95
8652,Ardendale,1777.26,3.0,92.0,3,20
8653,Bisuvanahalli,845.0,2.0,32.0,2,49
8654,Varthur,1210.0,2.0,64.15,2,226
8655,Sarjapur  Road,1879.0,3.0,155.0,3,203
8656,Hosur Road,1250.0,2.0,50.0,3,107
8657,other,1200.0,2.0,35.0,4,240
8658,Marathahalli,1108.0,2.0,60.0,3,165
8659,Kanakpura Road,1401.0,3.0,69.0,3,131
8660,Sarjapur  Road,1157.0,2.0,75.0,3,203
8661,other,1185.0,2.0,42.66,2,240
8662,Green Glen Layout,1751.0,3.0,115.0,3,86
8663,Bannerghatta Road,1880.0,3.0,96.5,3,37
8664,Channasandra,1175.0,2.0,38.0,2,59
8665,Jalahalli,1407.0,2.0,98.49,2,115
8666,Yelachenahalli,1000.0,2.0,50.0,2,235
8667,Electronic City,1518.0,3.0,75.0,3,77
8668,Tumkur Road,1027.0,2.0,67.0,2,223
8669,HSR Layout,1145.0,2.0,46.0,2,92
8670,Begur Road,1500.0,2.0,47.25,3,42
8671,Varthur,1737.0,2.0,57.32,3,226
8672,Hennur,5259.0,2.0,161.5,4,98
8673,other,1600.0,4.0,120.0,3,240
8674,other,1120.0,2.0,60.0,2,240
8675,Hennur Road,1030.0,2.0,46.5,2,99
8676,Gubbalala,2500.0,6.0,88.0,6,87
8677,Kammasandra,1057.0,2.0,35.0,2,129
8678,Old Airport Road,2774.0,4.0,208.0,4,182
8679,Hormavu,1075.0,2.0,53.7,2,103
8680,Mysore Road,1080.0,2.0,60.0,3,171
8681,other,5100.0,7.0,225.0,6,240
8682,Singasandra,1139.7,2.0,45.0,2,210
8683,Whitefield,1074.0,2.0,42.8,2,234
8684,Whitefield,1200.0,2.0,46.13,2,234
8685,Sarjapur  Road,2425.0,5.0,175.0,4,203
8686,Sarjapur  Road,1323.0,2.0,74.0,2,203
8687,Hennur Road,1232.0,2.0,69.61,2,99
8688,Kalena Agrahara,900.0,2.0,40.0,2,125
8689,Sarjapura - Attibele Road,740.0,1.0,23.65,1,204
8690,Hebbal,1920.0,3.0,134.0,3,95
8691,Bannerghatta Road,1550.0,3.0,96.0,3,37
8692,Gunjur,1588.0,2.0,90.0,3,88
8693,other,1308.0,2.0,86.0,2,240
8694,Hennur,1340.0,2.0,54.27,3,98
8695,Thanisandra,1719.0,3.0,135.0,3,218
8696,Horamavu Agara,1107.83,2.0,41.51,2,101
8697,Whitefield,1200.0,2.0,45.84,2,234
8698,Electronic City,1090.0,2.0,31.48,1,77
8699,Jakkur,1660.0,3.0,104.0,3,114
8700,Nagavara,1247.0,2.0,58.56,2,176
8701,Thanisandra,1595.0,3.0,96.0,3,218
8702,Kaggadasapura,1175.0,2.0,50.0,2,122
8703,Old Airport Road,1184.0,2.0,78.0,2,182
8704,other,1100.0,2.0,55.0,2,240
8705,Yelahanka,1200.0,2.0,60.0,2,236
8706,other,1000.0,2.0,45.0,2,240
8707,Uttarahalli,1000.0,2.0,52.0,2,225
8708,Yelahanka,1705.0,3.0,85.0,3,236
8709,Tumkur Road,1060.0,2.0,58.3,3,223
8710,Chikka Tirupathi,2325.0,4.0,120.0,4,60
8711,other,1347.0,2.0,55.0,3,240
8712,Varthur,1402.0,2.0,95.0,2,226
8713,Whitefield,2280.0,4.0,125.0,3,234
8714,other,1225.0,2.0,71.05,2,240
8715,5th Phase JP Nagar,1080.0,2.0,53.0,2,5
8716,Begur Road,1100.0,2.0,42.6,2,42
8717,Bannerghatta Road,1200.0,2.0,78.0,2,37
8718,Begur Road,1565.0,2.0,57.91,3,42
8719,other,1200.0,3.0,78.0,2,240
8720,Kothanur,1581.0,3.0,76.0,3,150
8721,Whitefield,2882.0,5.0,200.0,4,234
8722,Abbigere,985.0,2.0,38.92,2,11
8723,Sarjapur,950.0,2.0,35.0,2,202
8724,other,1339.0,2.0,55.0,2,240
8725,other,1449.0,3.0,72.0,3,240
8726,other,1100.0,2.0,38.68,2,240
8727,Kaval Byrasandra,2700.0,3.0,200.0,3,137
8728,other,1100.0,2.0,55.0,2,240
8729,Electronic City,1140.0,2.0,32.92,2,77
8730,Chandapura,800.0,1.0,30.0,2,58
8731,Chikkabanavar,2000.0,4.0,65.0,5,61
8732,other,1300.0,2.0,95.0,2,240
8733,Kanakpura Road,1220.0,2.0,60.0,2,131
8734,Sarjapur  Road,2289.0,3.0,178.0,3,203
8735,Whitefield,1170.0,2.0,56.0,2,234
8736,other,1350.0,2.0,89.5,2,240
8737,Kambipura,883.0,2.0,45.0,2,127
8738,Thanisandra,1698.0,3.0,125.0,3,218
8739,Electronic City Phase II,3262.5,4.0,105.0,4,78
8740,Ambalipura,1060.0,2.0,58.5,2,13
8741,Somasundara Palya,1185.0,2.0,75.0,2,211
8742,Vittasandra,1404.0,2.0,72.0,2,233
8743,Electronic City Phase II,1252.0,2.0,67.0,2,78
8744,Bannerghatta Road,1885.0,3.0,125.0,3,37
8745,Kaikondrahalli,3381.0,6.0,225.0,6,124
8746,Hormavu,980.0,2.0,42.0,2,103
8747,Banashankari,1420.0,3.0,66.0,3,29
8748,other,2312.0,3.0,156.0,3,240
8749,Kaggadasapura,3000.0,4.0,130.0,4,122
8750,other,1175.0,2.0,70.0,2,240
8751,other,1145.0,2.0,51.0,2,240
8752,Bhoganhalli,970.0,2.0,52.5,2,46
8753,Electronic City,1125.0,2.0,32.49,2,77
8754,Whitefield,2399.5,3.0,92.63,3,234
8755,9th Phase JP Nagar,5000.0,4.0,300.0,4,9
8756,Ramagondanahalli,1635.0,3.0,57.0,3,196
8757,Jalahalli,1200.0,2.0,66.0,1,115
8758,Kathriguppe,1335.0,2.0,73.43,3,136
8759,Yeshwanthpur,1166.0,2.0,64.08,2,239
8760,Shivaji Nagar,1460.0,2.0,90.0,3,209
8761,other,1690.0,3.0,50.0,3,240
8762,other,1386.0,3.0,93.0,4,240
8763,other,1090.0,2.0,32.0,2,240
8764,Thanisandra,1732.0,3.0,85.73,3,218
8765,Whitefield,1390.0,2.0,72.0,2,234
8766,Sector 2 HSR Layout,1095.0,2.0,85.41,2,205
8767,Kengeri,416.0,1.0,17.19,1,139
8768,Yelahanka,1350.0,2.0,85.0,3,236
8769,Bannerghatta Road,1453.0,2.0,73.0,3,37
8770,Thanisandra,1226.0,2.0,65.0,2,218
8771,Hegde Nagar,1168.0,2.0,68.0,3,97
8772,Bannerghatta,1776.0,3.0,124.0,3,36
8773,Whitefield,1634.0,3.0,68.0,3,234
8774,Hormavu,860.0,2.0,56.0,2,103
8775,Nagasandra,1650.0,3.0,95.0,3,175
8776,Whitefield,1190.0,2.0,70.0,2,234
8777,JP Nagar,1133.0,2.0,33.99,2,113
8778,other,1559.0,3.0,62.0,3,240
8779,Horamavu Banaswadi,1448.0,4.0,118.0,3,102
8780,Kodichikkanahalli,976.0,2.0,50.0,2,142
8781,Yelahanka,1590.0,2.0,54.0,3,236
8782,Yelahanka,1633.0,3.0,110.0,3,236
8783,Ramagondanahalli,1151.0,2.0,46.0,2,196
8784,Kereguddadahalli,1400.0,2.0,42.0,3,141
8785,Uttarahalli,1037.0,2.0,36.0,2,225
8786,Thanisandra,1188.0,2.0,36.0,2,218
8787,other,1060.0,2.0,52.0,2,240
8788,Thigalarapalya,2215.0,4.0,162.0,3,219
8789,Hennur,1255.0,2.0,54.5,2,98
8790,Hormavu,1075.0,2.0,53.7,2,103
8791,Harlur,2569.0,5.0,180.0,4,94
8792,ITPL,900.0,2.0,27.0,2,110
8793,Kudlu Gate,1183.0,2.0,79.54,2,152
8794,HSR Layout,1100.0,2.0,44.0,2,92
8795,GM Palaya,1643.0,2.0,70.0,3,81
8796,other,1500.0,2.0,120.0,3,240
8797,Jakkur,1291.0,2.0,75.0,2,114
8798,Hennur,1150.0,3.0,80.0,3,98
8799,Electronic City,1060.0,2.0,55.0,2,77
8800,7th Phase JP Nagar,1575.0,2.0,110.0,3,7
8801,other,1700.0,3.0,55.0,4,240
8802,Mahadevpura,1236.0,2.0,58.0,2,160
8803,Ramamurthy Nagar,1350.0,2.0,39.0,3,197
8804,Pai Layout,3800.0,6.0,175.0,6,185
8805,Haralur Road,4694.0,5.0,375.0,4,93
8806,Electronic City,1200.0,2.0,34.66,2,77
8807,Hulimavu,1200.0,4.0,75.0,4,108
8808,Harlur,1225.0,2.0,56.0,2,94
8809,Thanisandra,1056.0,2.0,75.0,2,218
8810,9th Phase JP Nagar,1240.0,2.0,42.85,3,9
8811,Banashankari,1200.0,3.0,74.52,3,29
8812,Kudlu Gate,1850.0,3.0,110.0,3,152
8813,other,3150.0,4.0,180.0,4,240
8814,other,1200.0,1.0,39.82,1,240
8815,Jigani,918.0,2.0,56.0,2,117
8816,other,1330.0,2.0,68.0,3,240
8817,Munnekollal,1540.0,2.0,70.0,3,169
8818,Lakshminarayana Pura,1200.0,2.0,80.0,2,157
8819,other,927.0,2.0,37.0,2,240
8820,Sarjapur,3875.5,4.0,115.0,4,202
8821,CV Raman Nagar,1400.0,2.0,78.0,3,56
8822,Hosur Road,1345.0,2.0,106.0,2,107
8823,8th Phase JP Nagar,1510.0,2.0,80.0,2,8
8824,Kanakpura Road,525.0,2.0,27.0,1,131
8825,ITPL,1500.0,3.0,61.52,3,110
8826,Yelahanka,1142.0,1.0,42.535,1,236
8827,Vidyaranyapura,1100.0,2.0,72.0,3,229
8828,other,1200.0,3.0,68.0,3,240
8829,Kanakpura Road,1100.0,3.0,53.0,3,131
8830,Hormavu,2282.0,4.0,115.0,4,103
8831,other,760.0,2.0,37.49,2,240
8832,Sarjapur,2172.0,3.0,100.0,3,202
8833,8th Phase JP Nagar,3300.0,3.0,165.0,3,8
8834,Thubarahalli,1242.0,3.0,51.0,3,220
8835,Uttarahalli,1245.0,2.0,43.58,3,225
8836,Kadugodi,1088.0,2.0,44.0,2,121
8837,Sahakara Nagar,1200.0,2.0,46.0,2,199
8838,TC Palaya,1995.0,3.0,100.0,3,216
8839,Haralur Road,1309.0,2.0,82.0,2,93
8840,other,1250.0,3.0,42.0,3,240
8841,5th Phase JP Nagar,1041.0,2.0,54.0,2,5
8842,Sarjapur  Road,1505.0,2.0,60.0,3,203
8843,Bellandur,1767.0,3.0,89.0,3,43
8844,other,1293.0,2.0,80.0,2,240
8845,Kengeri,1320.0,2.0,50.0,2,139
8846,other,1280.0,2.0,68.48,2,240
8847,Thanisandra,1245.0,2.0,83.05,2,218
8848,Haralur Road,1027.0,1.0,44.0,2,93
8849,Yelenahalli,1200.0,2.0,46.17,2,238
8850,Kanakpura Road,1100.0,3.0,58.0,3,131
8851,other,1065.0,3.0,72.0,3,240
8852,Kannamangala,1814.0,3.0,129.0,3,132
8853,Ramagondanahalli,1610.0,2.0,112.0,3,196
8854,Kasavanhalli,1600.0,3.0,79.0,3,134
8855,other,3200.0,4.0,140.0,3,240
8856,other,1250.0,2.0,77.13,3,240
8857,Haralur Road,1243.0,2.0,46.0,2,93
8858,Kanakpura Road,1452.0,3.0,60.98,3,131
8859,other,1475.0,3.0,75.0,3,240
8860,Electronic City,1353.0,2.0,75.0,2,77
8861,Electronics City Phase 1,1750.0,3.0,58.0,3,79
8862,Sahakara Nagar,1270.0,2.0,96.0,2,199
8863,Thanisandra,2695.0,4.0,188.0,4,218
8864,other,1330.0,3.0,65.0,3,240
8865,BTM 2nd Stage,1400.0,2.0,90.0,2,24
8866,Gubbalala,4000.0,5.0,195.0,4,87
8867,Kanakpura Road,1700.0,3.0,75.0,3,131
8868,Kasavanhalli,1585.0,2.0,90.0,2,134
8869,Kothanur,1385.0,3.0,67.0,3,150
8870,Electronic City,1128.0,2.0,67.0,2,77
8871,HSR Layout,1203.0,2.0,60.0,2,92
8872,Mallasandra,905.0,2.0,35.0,2,162
8873,Hennur Road,1450.0,3.0,79.0,3,99
8874,Varthur,1105.0,2.0,38.0,2,226
8875,Channasandra,1200.0,2.0,46.13,2,59
8876,Jalahalli,1530.0,2.0,89.0,3,115
8877,Whitefield,1105.0,2.0,35.4,2,234
8878,Dasarahalli,1333.0,2.0,78.56,2,67
8879,other,1065.0,2.0,45.0,2,240
8880,Haralur Road,1243.0,2.0,46.0,2,93
8881,Old Madras Road,1530.0,3.0,76.34,3,183
8882,Margondanahalli,1200.0,2.0,65.0,2,166
8883,Whitefield,1270.0,2.0,94.0,2,234
8884,Bellandur,1830.0,3.0,89.0,3,43
8885,Chandapura,900.0,2.0,35.0,2,58
8886,other,7000.0,6.0,560.0,6,240
8887,Bannerghatta Road,1450.0,2.0,78.0,3,37
8888,other,1525.0,3.0,65.0,3,240
8889,Mahalakshmi Layout,1080.0,2.0,67.0,2,161
8890,other,1220.0,2.0,72.0,2,240
8891,Begur Road,1200.0,2.0,44.4,2,42
8892,Bommanahalli,1962.5,2.0,73.17,2,50
8893,other,1500.0,2.0,60.0,2,240
8894,Koramangala,1355.0,2.0,95.0,2,148
8895,Electronic City,1070.0,2.0,57.0,2,77
8896,Bommasandra,842.0,2.0,30.0,2,51
8897,Bannerghatta Road,700.0,1.0,31.2,1,37
8898,other,1884.0,3.0,95.0,3,240
8899,other,1100.0,2.0,75.0,2,240
8900,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,193
8901,Budigere,1820.0,3.0,85.0,3,55
8902,Thanisandra,1185.0,2.0,43.5,2,218
8903,Varthur,2145.0,3.0,170.0,3,226
8904,Whitefield,1220.0,2.0,89.0,2,234
8905,Whitefield,1116.0,2.0,51.91,2,234
8906,6th Phase JP Nagar,1192.0,2.0,75.0,2,6
8907,Marathahalli,1449.0,3.0,110.0,3,165
8908,Electronic City,1700.0,3.0,90.0,3,77
8909,Hebbal,1920.0,3.0,150.0,3,95
8910,other,1350.0,2.0,90.0,2,240
8911,other,4800.0,5.0,350.0,4,240
8912,other,1700.0,3.0,74.0,3,240
8913,Hoodi,1447.0,3.0,76.0,2,100
8914,Kanakpura Road,1329.0,2.0,107.0,2,131
8915,Sarjapur  Road,1314.0,2.0,70.44,3,203
8916,Hosa Road,1513.0,3.0,103.0,3,104
8917,Vittasandra,1246.0,2.0,67.5,2,233
8918,Dasarahalli,1220.0,2.0,62.0,2,67
8919,Kaval Byrasandra,1400.0,3.0,75.0,3,137
8920,Kasavanhalli,1245.0,2.0,80.0,2,134
8921,other,1495.0,2.0,63.0,3,240
8922,Gollarapalya Hosahalli,996.0,2.0,36.5,2,84
8923,Yelahanka New Town,1000.0,2.0,44.0,2,237
8924,other,1250.0,2.0,75.0,2,240
8925,Thanisandra,1261.0,2.0,80.0,3,218
8926,Electronics City Phase 1,1080.0,2.0,46.0,2,79
8927,other,1230.0,2.0,50.0,2,240
8928,Bommasandra,1260.0,3.0,49.36,3,51
8929,Horamavu Agara,1220.0,2.0,39.0,2,101
8930,Electronic City Phase II,1320.0,2.0,38.12,3,78
8931,Green Glen Layout,1750.0,3.0,105.0,3,86
8932,Whitefield,1436.0,2.0,62.15,3,234
8933,TC Palaya,1200.0,2.0,66.0,3,216
8934,Varthur,1560.0,3.0,90.0,3,226
8935,Whitefield,3758.0,3.0,300.0,3,234
8936,other,1275.0,2.0,59.0,2,240
8937,other,1040.0,2.0,36.4,2,240
8938,Bellandur,2400.0,3.0,115.0,3,43
8939,Kaggalipura,3150.0,5.0,212.0,4,123
8940,Yelahanka,1765.0,2.0,53.105,2,236
8941,Hosakerehalli,4500.0,5.0,145.0,5,105
8942,other,648.0,1.0,40.0,1,240
